location,report_date,location_type,country,value,province,county,city,latitude,longitude
Argentina-Tucuman,2016-03-19,province,Argentina,36,Tucuman,None,None,-26.5643582,-64.882397
Argentina-Tucuman,2016-03-26,province,Argentina,36,Tucuman,None,None,-26.5643582,-64.882397
Argentina-Tucuman,2016-04-02,province,Argentina,37,Tucuman,None,None,-26.5643582,-64.882397
Argentina-Tucuman,2016-04-09,province,Argentina,38,Tucuman,None,None,-26.5643582,-64.882397
Argentina-Tucuman,2016-04-16,province,Argentina,38,Tucuman,None,None,-26.5643582,-64.882397
Argentina-Tucuman,2016-04-29,province,Argentina,39,Tucuman,None,None,-26.5643582,-64.882397
Argentina-Tucuman,2016-05-07,province,Argentina,71,Tucuman,None,None,-26.5643582,-64.882397
Argentina-Tucuman,2016-05-14,province,Argentina,41,Tucuman,None,None,-26.5643582,-64.882397
Argentina-Tucuman,2016-05-22,province,Argentina,77,Tucuman,None,None,-26.5643582,-64.882397
Argentina-Tucuman,2016-05-30,province,Argentina,89,Tucuman,None,None,-26.5643582,-64.882397
Argentina-Tucuman,2016-06-06,province,Argentina,85,Tucuman,None,None,-26.5643582,-64.882397
Argentina-Tucuman,2016-06-13,province,Argentina,94,Tucuman,None,None,-26.5643582,-64.882397
Argentina-Tucuman,2016-06-18,province,Argentina,94,Tucuman,None,None,-26.5643582,-64.882397
Argentina-Tucuman,2016-06-26,province,Argentina,99,Tucuman,None,None,-26.5643582,-64.882397
