location,report_date,location_type,country,value,province,county,city
Colombia-Cordoba-Puerto_Escondido,2016-05-14,city,Colombia,55,Cordoba,Puerto Escondido,None
Colombia-Cordoba-Puerto_Escondido,2016-05-21,city,Colombia,55,Cordoba,Puerto Escondido,None
Colombia-Cordoba-Puerto_Escondido,2016-05-28,city,Colombia,56,Cordoba,Puerto Escondido,None
Colombia-Cordoba-Puerto_Escondido,2016-06-04,city,Colombia,56,Cordoba,Puerto Escondido,None
Colombia-Cordoba-Puerto_Escondido,2016-06-11,city,Colombia,56,Cordoba,Puerto Escondido,None
Colombia-Cordoba-Puerto_Escondido,2016-06-18,city,Colombia,56,Cordoba,Puerto Escondido,None
Colombia-Cordoba-Puerto_Escondido,2016-06-25,city,Colombia,56,Cordoba,Puerto Escondido,None
Colombia-Cordoba-Puerto_Libertador,2016-01-09,city,Colombia,0,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-01-16,city,Colombia,0,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-01-23,city,Colombia,0,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-01-30,city,Colombia,13,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-02-06,city,Colombia,15,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-02-13,city,Colombia,16,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-02-20,city,Colombia,16,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-02-27,city,Colombia,18,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-03-05,city,Colombia,18,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-03-12,city,Colombia,18,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-03-19,city,Colombia,19,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-03-26,city,Colombia,19,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-04-02,city,Colombia,19,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-04-09,city,Colombia,19,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-04-16,city,Colombia,19,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-04-23,city,Colombia,19,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-04-30,city,Colombia,19,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-05-07,city,Colombia,19,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-05-14,city,Colombia,19,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-05-21,city,Colombia,19,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-05-28,city,Colombia,19,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-06-04,city,Colombia,19,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-06-11,city,Colombia,19,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-06-18,city,Colombia,19,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Puerto_Libertador,2016-06-25,city,Colombia,21,Cordoba,Puerto Libertador,None
Colombia-Cordoba-Purisima,2016-01-09,city,Colombia,1,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-01-16,city,Colombia,1,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-01-23,city,Colombia,1,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-01-30,city,Colombia,1,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-02-06,city,Colombia,5,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-02-13,city,Colombia,5,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-02-20,city,Colombia,5,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-02-27,city,Colombia,5,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-03-05,city,Colombia,6,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-03-12,city,Colombia,6,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-03-19,city,Colombia,6,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-03-26,city,Colombia,6,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-04-02,city,Colombia,6,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-04-09,city,Colombia,6,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-04-16,city,Colombia,6,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-04-23,city,Colombia,6,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-04-30,city,Colombia,6,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-05-07,city,Colombia,6,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-05-14,city,Colombia,6,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-05-21,city,Colombia,6,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-05-28,city,Colombia,6,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-06-04,city,Colombia,6,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-06-11,city,Colombia,6,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-06-18,city,Colombia,6,Cordoba,Purisima,None
Colombia-Cordoba-Purisima,2016-06-25,city,Colombia,6,Cordoba,Purisima,None
Colombia-Cordoba-Sahagun,2016-01-09,city,Colombia,2,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-01-16,city,Colombia,8,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-01-23,city,Colombia,8,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-01-30,city,Colombia,10,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-02-06,city,Colombia,15,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-02-13,city,Colombia,15,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-02-20,city,Colombia,15,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-02-27,city,Colombia,16,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-03-05,city,Colombia,16,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-03-12,city,Colombia,16,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-03-19,city,Colombia,16,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-03-26,city,Colombia,17,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-04-02,city,Colombia,18,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-04-09,city,Colombia,19,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-04-16,city,Colombia,19,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-04-23,city,Colombia,19,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-04-30,city,Colombia,19,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-05-07,city,Colombia,19,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-05-14,city,Colombia,19,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-05-21,city,Colombia,19,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-05-28,city,Colombia,17,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-06-04,city,Colombia,18,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-06-11,city,Colombia,18,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-06-18,city,Colombia,18,Cordoba,Sahagun,None
Colombia-Cordoba-Sahagun,2016-06-25,city,Colombia,18,Cordoba,Sahagun,None
Colombia-Cordoba-San_Andres_Sotavento,2016-01-09,city,Colombia,3,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-01-16,city,Colombia,3,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-01-23,city,Colombia,4,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-01-30,city,Colombia,4,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-02-06,city,Colombia,5,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-02-13,city,Colombia,7,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-02-20,city,Colombia,9,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-02-27,city,Colombia,14,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-03-05,city,Colombia,17,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-03-12,city,Colombia,18,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-03-19,city,Colombia,19,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-03-26,city,Colombia,19,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-04-02,city,Colombia,24,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-04-09,city,Colombia,27,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-04-16,city,Colombia,27,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-04-23,city,Colombia,27,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-04-30,city,Colombia,25,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-05-07,city,Colombia,26,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-05-14,city,Colombia,26,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-05-21,city,Colombia,30,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-05-28,city,Colombia,29,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-06-04,city,Colombia,29,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-06-11,city,Colombia,29,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-06-18,city,Colombia,29,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Andres_Sotavento,2016-06-25,city,Colombia,30,Cordoba,San Andres Sotavento,None
Colombia-Cordoba-San_Antero,2016-01-09,city,Colombia,2,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-01-16,city,Colombia,2,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-01-23,city,Colombia,2,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-01-30,city,Colombia,2,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-02-06,city,Colombia,3,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-02-13,city,Colombia,4,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-02-20,city,Colombia,7,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-02-27,city,Colombia,8,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-03-05,city,Colombia,9,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-03-12,city,Colombia,11,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-03-19,city,Colombia,11,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-03-26,city,Colombia,11,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-04-02,city,Colombia,11,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-04-09,city,Colombia,11,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-04-16,city,Colombia,11,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-04-23,city,Colombia,11,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-04-30,city,Colombia,11,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-05-07,city,Colombia,11,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-05-14,city,Colombia,11,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-05-21,city,Colombia,11,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-05-28,city,Colombia,11,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-06-04,city,Colombia,11,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-06-11,city,Colombia,11,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-06-18,city,Colombia,11,Cordoba,San Antero,None
Colombia-Cordoba-San_Antero,2016-06-25,city,Colombia,11,Cordoba,San Antero,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-01-09,city,Colombia,8,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-01-16,city,Colombia,8,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-01-23,city,Colombia,20,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-01-30,city,Colombia,50,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-02-06,city,Colombia,95,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-02-13,city,Colombia,101,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-02-20,city,Colombia,114,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-02-27,city,Colombia,116,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-03-05,city,Colombia,116,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-03-12,city,Colombia,116,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-03-19,city,Colombia,116,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-03-26,city,Colombia,116,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-04-02,city,Colombia,116,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-04-09,city,Colombia,116,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-04-16,city,Colombia,116,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-04-23,city,Colombia,116,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-04-30,city,Colombia,116,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-05-07,city,Colombia,116,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-05-14,city,Colombia,116,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-05-21,city,Colombia,116,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-05-28,city,Colombia,116,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-06-04,city,Colombia,116,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-06-11,city,Colombia,116,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-06-18,city,Colombia,116,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Bernardo_Del_Viento,2016-06-25,city,Colombia,116,Cordoba,San Bernardo Del Viento,None
Colombia-Cordoba-San_Carlos,2016-01-09,city,Colombia,1,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-01-16,city,Colombia,2,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-01-23,city,Colombia,2,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-01-30,city,Colombia,5,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-02-06,city,Colombia,8,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-02-13,city,Colombia,17,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-02-20,city,Colombia,17,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-02-27,city,Colombia,17,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-03-05,city,Colombia,21,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-03-12,city,Colombia,23,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-03-19,city,Colombia,24,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-03-26,city,Colombia,24,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-04-02,city,Colombia,24,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-04-09,city,Colombia,24,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-04-16,city,Colombia,24,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-04-23,city,Colombia,24,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-04-30,city,Colombia,24,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-05-07,city,Colombia,24,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-05-14,city,Colombia,24,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-05-21,city,Colombia,25,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-05-28,city,Colombia,24,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-06-04,city,Colombia,24,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-06-11,city,Colombia,24,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-06-18,city,Colombia,24,Cordoba,San Carlos,None
Colombia-Cordoba-San_Carlos,2016-06-25,city,Colombia,24,Cordoba,San Carlos,None
Colombia-Cordoba-San_Jose_De_Ure,2016-01-09,city,Colombia,0,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-01-16,city,Colombia,1,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-01-23,city,Colombia,3,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-01-30,city,Colombia,6,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-02-06,city,Colombia,11,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-02-13,city,Colombia,14,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-02-20,city,Colombia,16,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-02-27,city,Colombia,18,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-03-05,city,Colombia,19,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-03-12,city,Colombia,19,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-03-19,city,Colombia,19,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-03-26,city,Colombia,19,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-04-02,city,Colombia,20,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-04-09,city,Colombia,21,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-04-16,city,Colombia,21,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-04-23,city,Colombia,21,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-04-30,city,Colombia,21,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-05-07,city,Colombia,21,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-05-14,city,Colombia,21,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-05-21,city,Colombia,21,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-05-28,city,Colombia,21,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-06-04,city,Colombia,22,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-06-11,city,Colombia,22,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-06-18,city,Colombia,22,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Jose_De_Ure,2016-06-25,city,Colombia,22,Cordoba,San Jose De Ure,None
Colombia-Cordoba-San_Pelayo,2016-01-09,city,Colombia,7,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-01-16,city,Colombia,14,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-01-23,city,Colombia,25,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-01-30,city,Colombia,35,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-02-06,city,Colombia,40,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-02-13,city,Colombia,46,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-02-20,city,Colombia,52,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-02-27,city,Colombia,55,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-03-05,city,Colombia,55,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-03-12,city,Colombia,55,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-03-19,city,Colombia,56,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-03-26,city,Colombia,56,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-04-02,city,Colombia,56,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-04-09,city,Colombia,56,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-04-16,city,Colombia,56,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-04-23,city,Colombia,56,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-04-30,city,Colombia,56,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-05-07,city,Colombia,56,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-05-14,city,Colombia,56,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-05-21,city,Colombia,56,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-05-28,city,Colombia,56,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-06-04,city,Colombia,56,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-06-11,city,Colombia,56,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-06-18,city,Colombia,56,Cordoba,San Pelayo,None
Colombia-Cordoba-San_Pelayo,2016-06-25,city,Colombia,56,Cordoba,San Pelayo,None
Colombia-Cordoba-Tierralta,2016-01-09,city,Colombia,2,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-01-16,city,Colombia,2,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-01-23,city,Colombia,2,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-01-30,city,Colombia,21,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-02-06,city,Colombia,38,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-02-13,city,Colombia,42,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-02-20,city,Colombia,61,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-02-27,city,Colombia,70,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-03-05,city,Colombia,75,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-03-12,city,Colombia,76,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-03-19,city,Colombia,76,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-03-26,city,Colombia,76,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-04-02,city,Colombia,79,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-04-09,city,Colombia,83,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-04-16,city,Colombia,83,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-04-23,city,Colombia,84,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-04-30,city,Colombia,84,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-05-07,city,Colombia,84,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-05-14,city,Colombia,85,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-05-21,city,Colombia,86,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-05-28,city,Colombia,86,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-06-04,city,Colombia,86,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-06-11,city,Colombia,89,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-06-18,city,Colombia,89,Cordoba,Tierralta,None
Colombia-Cordoba-Tierralta,2016-06-25,city,Colombia,89,Cordoba,Tierralta,None
Colombia-Cordoba-Tuchin,2016-01-09,city,Colombia,3,Cordoba,Tuchin,None
Colombia-Cordoba-Tuchin,2016-01-16,city,Colombia,3,Cordoba,Tuchin,None
Colombia-Cordoba-Tuchin,2016-01-23,city,Colombia,3,Cordoba,Tuchin,None
Colombia-Cordoba-Tuchin,2016-01-30,city,Colombia,5,Cordoba,Tuchin,None
Colombia-Cordoba-Tuchin,2016-02-06,city,Colombia,7,Cordoba,Tuchin,None
Colombia-Cordoba-Tuchin,2016-02-13,city,Colombia,12,Cordoba,Tuchin,None
Colombia-Cordoba-Tuchin,2016-02-20,city,Colombia,13,Cordoba,Tuchin,None
Colombia-Cordoba-Tuchin,2016-02-27,city,Colombia,17,Cordoba,Tuchin,None
Colombia-Cordoba-Tuchin,2016-03-05,city,Colombia,18,Cordoba,Tuchin,None
Colombia-Cordoba-Tuchin,2016-03-12,city,Colombia,18,Cordoba,Tuchin,None
Colombia-Cordoba-Tuchin,2016-03-19,city,Colombia,18,Cordoba,Tuchin,None
Colombia-Cordoba-Tuchin,2016-03-26,city,Colombia,19,Cordoba,Tuchin,None
Colombia-Cordoba-Tuchin,2016-04-02,city,Colombia,19,Cordoba,Tuchin,None
Colombia-Cordoba-Tuchin,2016-04-09,city,Colombia,19,Cordoba,Tuchin,None
Colombia-Cordoba-Tuchin,2016-04-16,city,Colombia,20,Cordoba,Tuchin,None
Colombia-Cordoba-Tuchin,2016-04-23,city,Colombia,20,Cordoba,Tuchin,None
Colombia-Cordoba-Tuchin,2016-04-30,city,Colombia,20,Cordoba,Tuchin,None
