location,report_date,location_type,country,value,province,county,city
Argentina-Buenos_Aires,2016-03-19,province,Argentina,130,Buenos Aires,None,None
Argentina-Buenos_Aires,2016-03-26,province,Argentina,148,Buenos Aires,None,None
Argentina-Buenos_Aires,2016-04-02,province,Argentina,190,Buenos Aires,None,None
Argentina-Buenos_Aires,2016-04-09,province,Argentina,199,Buenos Aires,None,None
Argentina-Buenos_Aires,2016-04-16,province,Argentina,207,Buenos Aires,None,None
Argentina-Buenos_Aires,2016-04-29,province,Argentina,212,Buenos Aires,None,None
Argentina-Buenos_Aires,2016-05-07,province,Argentina,382,Buenos Aires,None,None
Argentina-Buenos_Aires,2016-05-14,province,Argentina,227,Buenos Aires,None,None
Argentina-Buenos_Aires,2016-05-22,province,Argentina,359,Buenos Aires,None,None
Argentina-Buenos_Aires,2016-05-30,province,Argentina,240,Buenos Aires,None,None
Argentina-Buenos_Aires,2016-06-06,province,Argentina,241,Buenos Aires,None,None
Argentina-Buenos_Aires,2016-06-13,province,Argentina,246,Buenos Aires,None,None
Argentina-Buenos_Aires,2016-06-18,province,Argentina,246,Buenos Aires,None,None
Argentina-Buenos_Aires,2016-06-26,province,Argentina,252,Buenos Aires,None,None
Argentina-CABA,2016-03-19,province,Argentina,78,Ciudad de Buenos Aires,None,None
Argentina-CABA,2016-03-26,province,Argentina,92,Ciudad de Buenos Aires,None,None
Argentina-CABA,2016-04-02,province,Argentina,94,Ciudad de Buenos Aires,None,None
Argentina-CABA,2016-04-09,province,Argentina,97,Ciudad de Buenos Aires,None,None
Argentina-CABA,2016-04-16,province,Argentina,98,Ciudad de Buenos Aires,None,None
Argentina-CABA,2016-04-29,province,Argentina,101,Ciudad de Buenos Aires,None,None
Argentina-CABA,2016-05-07,province,Argentina,255,Ciudad de Buenos Aires,None,None
Argentina-CABA,2016-05-14,province,Argentina,126,Ciudad de Buenos Aires,None,None
Argentina-CABA,2016-05-22,province,Argentina,260,Ciudad de Buenos Aires,None,None
Argentina-CABA,2016-05-30,province,Argentina,132,Ciudad de Buenos Aires,None,None
Argentina-CABA,2016-06-06,province,Argentina,134,Ciudad de Buenos Aires,None,None
Argentina-CABA,2016-06-13,province,Argentina,136,Ciudad de Buenos Aires,None,None
Argentina-CABA,2016-06-18,province,Argentina,136,Ciudad de Buenos Aires,None,None
Argentina-CABA,2016-06-26,province,Argentina,160,Ciudad de Buenos Aires,None,None
Argentina-Catamarca,2016-03-19,province,Argentina,14,Catamarca,None,None
Argentina-Catamarca,2016-03-26,province,Argentina,15,Catamarca,None,None
Argentina-Catamarca,2016-04-02,province,Argentina,15,Catamarca,None,None
Argentina-Catamarca,2016-04-09,province,Argentina,15,Catamarca,None,None
Argentina-Catamarca,2016-04-16,province,Argentina,15,Catamarca,None,None
Argentina-Catamarca,2016-04-29,province,Argentina,15,Catamarca,None,None
Argentina-Catamarca,2016-05-07,province,Argentina,16,Catamarca,None,None
Argentina-Catamarca,2016-05-14,province,Argentina,15,Catamarca,None,None
Argentina-Catamarca,2016-05-22,province,Argentina,16,Catamarca,None,None
Argentina-Catamarca,2016-05-30,province,Argentina,15,Catamarca,None,None
Argentina-Catamarca,2016-06-06,province,Argentina,15,Catamarca,None,None
Argentina-Catamarca,2016-06-13,province,Argentina,15,Catamarca,None,None
Argentina-Catamarca,2016-06-18,province,Argentina,15,Catamarca,None,None
Argentina-Catamarca,2016-06-26,province,Argentina,16,Catamarca,None,None
Argentina-Chaco,2016-03-19,province,Argentina,48,Chaco,None,None
Argentina-Chaco,2016-03-26,province,Argentina,52,Chaco,None,None
Argentina-Chaco,2016-04-02,province,Argentina,55,Chaco,None,None
Argentina-Chaco,2016-04-09,province,Argentina,58,Chaco,None,None
Argentina-Chaco,2016-04-16,province,Argentina,61,Chaco,None,None
Argentina-Chaco,2016-04-29,province,Argentina,62,Chaco,None,None
Argentina-Chaco,2016-05-07,province,Argentina,133,Chaco,None,None
Argentina-Chaco,2016-05-14,province,Argentina,69,Chaco,None,None
Argentina-Chaco,2016-05-22,province,Argentina,133,Chaco,None,None
Argentina-Chaco,2016-05-30,province,Argentina,69,Chaco,None,None
Argentina-Chaco,2016-06-06,province,Argentina,69,Chaco,None,None
Argentina-Chaco,2016-06-13,province,Argentina,69,Chaco,None,None
Argentina-Chaco,2016-06-18,province,Argentina,69,Chaco,None,None
Argentina-Chaco,2016-06-26,province,Argentina,70,Chaco,None,None
Argentina-Chubut,2016-03-19,province,Argentina,6,Chubut,None,None
Argentina-Chubut,2016-03-26,province,Argentina,6,Chubut,None,None
Argentina-Chubut,2016-04-02,province,Argentina,6,Chubut,None,None
Argentina-Chubut,2016-04-09,province,Argentina,6,Chubut,None,None
Argentina-Chubut,2016-04-16,province,Argentina,6,Chubut,None,None
Argentina-Chubut,2016-04-29,province,Argentina,6,Chubut,None,None
Argentina-Chubut,2016-05-07,province,Argentina,5,Chubut,None,None
Argentina-Chubut,2016-05-14,province,Argentina,6,Chubut,None,None
Argentina-Chubut,2016-05-22,province,Argentina,5,Chubut,None,None
Argentina-Chubut,2016-05-30,province,Argentina,6,Chubut,None,None
Argentina-Chubut,2016-06-06,province,Argentina,6,Chubut,None,None
Argentina-Chubut,2016-06-13,province,Argentina,6,Chubut,None,None
Argentina-Chubut,2016-06-18,province,Argentina,6,Chubut,None,None
Argentina-Chubut,2016-06-26,province,Argentina,6,Chubut,None,None
Argentina-Cordoba,2016-03-19,province,Argentina,25,Cordoba,None,None
Argentina-Cordoba,2016-03-26,province,Argentina,25,Cordoba,None,None
Argentina-Cordoba,2016-04-02,province,Argentina,26,Cordoba,None,None
Argentina-Cordoba,2016-04-09,province,Argentina,29,Cordoba,None,None
Argentina-Cordoba,2016-04-16,province,Argentina,33,Cordoba,None,None
Argentina-Cordoba,2016-04-29,province,Argentina,33,Cordoba,None,None
Argentina-Cordoba,2016-05-07,province,Argentina,360,Cordoba,None,None
Argentina-Cordoba,2016-05-14,province,Argentina,36,Cordoba,None,None
Argentina-Cordoba,2016-05-22,province,Argentina,365,Cordoba,None,None
Argentina-Cordoba,2016-05-30,province,Argentina,42,Cordoba,None,None
Argentina-Cordoba,2016-06-06,province,Argentina,43,Cordoba,None,None
Argentina-Cordoba,2016-06-13,province,Argentina,45,Cordoba,None,None
Argentina-Cordoba,2016-06-18,province,Argentina,45,Cordoba,None,None
Argentina-Cordoba,2016-06-26,province,Argentina,45,Cordoba,None,None
Argentina-Corrientes,2016-03-19,province,Argentina,20,Corrientes,None,None
Argentina-Corrientes,2016-03-26,province,Argentina,20,Corrientes,None,None
Argentina-Corrientes,2016-04-02,province,Argentina,20,Corrientes,None,None
Argentina-Corrientes,2016-04-09,province,Argentina,21,Corrientes,None,None
Argentina-Corrientes,2016-04-16,province,Argentina,21,Corrientes,None,None
Argentina-Corrientes,2016-04-29,province,Argentina,21,Corrientes,None,None
Argentina-Corrientes,2016-05-07,province,Argentina,18,Corrientes,None,None
Argentina-Corrientes,2016-05-14,province,Argentina,21,Corrientes,None,None
Argentina-Corrientes,2016-05-22,province,Argentina,18,Corrientes,None,None
Argentina-Corrientes,2016-05-30,province,Argentina,21,Corrientes,None,None
Argentina-Corrientes,2016-06-06,province,Argentina,21,Corrientes,None,None
Argentina-Corrientes,2016-06-13,province,Argentina,21,Corrientes,None,None
Argentina-Corrientes,2016-06-18,province,Argentina,21,Corrientes,None,None
Argentina-Corrientes,2016-06-26,province,Argentina,21,Corrientes,None,None
Argentina-Entre_Rios,2016-03-19,province,Argentina,28,Entre Rios,None,None
Argentina-Entre_Rios,2016-03-26,province,Argentina,29,Entre Rios,None,None
Argentina-Entre_Rios,2016-04-02,province,Argentina,30,Entre Rios,None,None
Argentina-Entre_Rios,2016-04-09,province,Argentina,33,Entre Rios,None,None
Argentina-Entre_Rios,2016-04-16,province,Argentina,36,Entre Rios,None,None
Argentina-Entre_Rios,2016-04-29,province,Argentina,37,Entre Rios,None,None
Argentina-Entre_Rios,2016-05-07,province,Argentina,61,Entre Rios,None,None
Argentina-Entre_Rios,2016-05-14,province,Argentina,41,Entre Rios,None,None
Argentina-Entre_Rios,2016-05-22,province,Argentina,63,Entre Rios,None,None
Argentina-Entre_Rios,2016-05-30,province,Argentina,43,Entre Rios,None,None
Argentina-Entre_Rios,2016-06-06,province,Argentina,43,Entre Rios,None,None
Argentina-Entre_Rios,2016-06-13,province,Argentina,44,Entre Rios,None,None
Argentina-Entre_Rios,2016-06-18,province,Argentina,44,Entre Rios,None,None
Argentina-Entre_Rios,2016-06-26,province,Argentina,44,Entre Rios,None,None
Argentina-Formosa,2016-03-19,province,Argentina,8,Formosa,None,None
Argentina-Formosa,2016-03-26,province,Argentina,8,Formosa,None,None
Argentina-Formosa,2016-04-02,province,Argentina,9,Formosa,None,None
Argentina-Formosa,2016-04-09,province,Argentina,9,Formosa,None,None
Argentina-Formosa,2016-04-16,province,Argentina,9,Formosa,None,None
Argentina-Formosa,2016-04-29,province,Argentina,9,Formosa,None,None
Argentina-Formosa,2016-05-07,province,Argentina,6,Formosa,None,None
Argentina-Formosa,2016-05-14,province,Argentina,9,Formosa,None,None
Argentina-Formosa,2016-05-22,province,Argentina,6,Formosa,None,None
Argentina-Formosa,2016-05-30,province,Argentina,9,Formosa,None,None
Argentina-Formosa,2016-06-06,province,Argentina,9,Formosa,None,None
Argentina-Formosa,2016-06-13,province,Argentina,9,Formosa,None,None
Argentina-Formosa,2016-06-18,province,Argentina,9,Formosa,None,None
Argentina-Formosa,2016-06-26,province,Argentina,9,Formosa,None,None
Argentina-Jujuy,2016-03-19,province,Argentina,245,Jujuy,None,None
Argentina-Jujuy,2016-03-26,province,Argentina,303,Jujuy,None,None
Argentina-Jujuy,2016-04-02,province,Argentina,354,Jujuy,None,None
Argentina-Jujuy,2016-04-09,province,Argentina,428,Jujuy,None,None
Argentina-Jujuy,2016-04-16,province,Argentina,511,Jujuy,None,None
Argentina-Jujuy,2016-04-29,province,Argentina,598,Jujuy,None,None
Argentina-Jujuy,2016-05-07,province,Argentina,919,Jujuy,None,None
Argentina-Jujuy,2016-05-14,province,Argentina,704,Jujuy,None,None
Argentina-Jujuy,2016-05-22,province,Argentina,994,Jujuy,None,None
Argentina-Jujuy,2016-05-30,province,Argentina,744,Jujuy,None,None
Argentina-Jujuy,2016-06-06,province,Argentina,750,Jujuy,None,None
Argentina-Jujuy,2016-06-13,province,Argentina,766,Jujuy,None,None
Argentina-Jujuy,2016-06-18,province,Argentina,766,Jujuy,None,None
Argentina-Jujuy,2016-06-26,province,Argentina,770,Jujuy,None,None
Argentina-La_Pampa,2016-03-19,province,Argentina,2,La Pampa,None,None
Argentina-La_Pampa,2016-03-26,province,Argentina,2,La Pampa,None,None
Argentina-La_Pampa,2016-04-02,province,Argentina,2,La Pampa,None,None
Argentina-La_Pampa,2016-04-09,province,Argentina,2,La Pampa,None,None
Argentina-La_Pampa,2016-04-16,province,Argentina,2,La Pampa,None,None
Argentina-La_Pampa,2016-04-29,province,Argentina,2,La Pampa,None,None
Argentina-La_Pampa,2016-05-07,province,Argentina,0,La Pampa,None,None
Argentina-La_Pampa,2016-05-14,province,Argentina,2,La Pampa,None,None
Argentina-La_Pampa,2016-05-22,province,Argentina,0,La Pampa,None,None
Argentina-La_Pampa,2016-05-30,province,Argentina,2,La Pampa,None,None
Argentina-La_Pampa,2016-06-06,province,Argentina,2,La Pampa,None,None
Argentina-La_Pampa,2016-06-13,province,Argentina,2,La Pampa,None,None
Argentina-La_Pampa,2016-06-18,province,Argentina,2,La Pampa,None,None
Argentina-La_Pampa,2016-06-26,province,Argentina,2,La Pampa,None,None
Argentina-La_Rioja,2016-03-19,province,Argentina,3,La Rioja,None,None
Argentina-La_Rioja,2016-03-26,province,Argentina,3,La Rioja,None,None
Argentina-La_Rioja,2016-04-02,province,Argentina,3,La Rioja,None,None
Argentina-La_Rioja,2016-04-09,province,Argentina,3,La Rioja,None,None
Argentina-La_Rioja,2016-04-16,province,Argentina,3,La Rioja,None,None
Argentina-La_Rioja,2016-04-29,province,Argentina,3,La Rioja,None,None
Argentina-La_Rioja,2016-05-07,province,Argentina,2,La Rioja,None,None
Argentina-La_Rioja,2016-05-14,province,Argentina,3,La Rioja,None,None
Argentina-La_Rioja,2016-05-22,province,Argentina,2,La Rioja,None,None
Argentina-La_Rioja,2016-05-30,province,Argentina,3,La Rioja,None,None
Argentina-La_Rioja,2016-06-06,province,Argentina,3,La Rioja,None,None
Argentina-La_Rioja,2016-06-13,province,Argentina,3,La Rioja,None,None
Argentina-La_Rioja,2016-06-18,province,Argentina,3,La Rioja,None,None
Argentina-La_Rioja,2016-06-26,province,Argentina,3,La Rioja,None,None
Argentina-Mendoza,2016-03-19,province,Argentina,13,Mendoza,None,None
Argentina-Mendoza,2016-03-26,province,Argentina,13,Mendoza,None,None
Argentina-Mendoza,2016-04-02,province,Argentina,16,Mendoza,None,None
Argentina-Mendoza,2016-04-09,province,Argentina,16,Mendoza,None,None
Argentina-Mendoza,2016-04-16,province,Argentina,16,Mendoza,None,None
Argentina-Mendoza,2016-04-29,province,Argentina,16,Mendoza,None,None
Argentina-Mendoza,2016-05-07,province,Argentina,43,Mendoza,None,None
Argentina-Mendoza,2016-05-14,province,Argentina,17,Mendoza,None,None
Argentina-Mendoza,2016-05-22,province,Argentina,43,Mendoza,None,None
Argentina-Mendoza,2016-05-30,province,Argentina,19,Mendoza,None,None
Argentina-Mendoza,2016-06-06,province,Argentina,19,Mendoza,None,None
Argentina-Mendoza,2016-06-13,province,Argentina,19,Mendoza,None,None
Argentina-Mendoza,2016-06-18,province,Argentina,19,Mendoza,None,None
Argentina-Mendoza,2016-06-26,province,Argentina,19,Mendoza,None,None
Argentina-Misiones,2016-03-19,province,Argentina,6,Misiones,None,None
Argentina-Misiones,2016-03-26,province,Argentina,6,Misiones,None,None
Argentina-Misiones,2016-04-02,province,Argentina,6,Misiones,None,None
Argentina-Misiones,2016-04-09,province,Argentina,6,Misiones,None,None
Argentina-Misiones,2016-04-16,province,Argentina,6,Misiones,None,None
Argentina-Misiones,2016-04-29,province,Argentina,6,Misiones,None,None
Argentina-Misiones,2016-05-07,province,Argentina,9,Misiones,None,None
Argentina-Misiones,2016-05-14,province,Argentina,6,Misiones,None,None
Argentina-Misiones,2016-05-22,province,Argentina,11,Misiones,None,None
Argentina-Misiones,2016-05-30,province,Argentina,7,Misiones,None,None
Argentina-Misiones,2016-06-06,province,Argentina,7,Misiones,None,None
Argentina-Misiones,2016-06-13,province,Argentina,7,Misiones,None,None
Argentina-Misiones,2016-06-18,province,Argentina,7,Misiones,None,None
Argentina-Misiones,2016-06-26,province,Argentina,7,Misiones,None,None
Argentina-Neuquen,2016-03-19,province,Argentina,16,Neuquen,None,None
Argentina-Neuquen,2016-03-26,province,Argentina,16,Neuquen,None,None
Argentina-Neuquen,2016-04-02,province,Argentina,19,Neuquen,None,None
Argentina-Neuquen,2016-04-09,province,Argentina,19,Neuquen,None,None
Argentina-Neuquen,2016-04-16,province,Argentina,20,Neuquen,None,None
Argentina-Neuquen,2016-04-29,province,Argentina,20,Neuquen,None,None
Argentina-Neuquen,2016-05-07,province,Argentina,19,Neuquen,None,None
Argentina-Neuquen,2016-05-14,province,Argentina,20,Neuquen,None,None
Argentina-Neuquen,2016-05-22,province,Argentina,19,Neuquen,None,None
Argentina-Neuquen,2016-05-30,province,Argentina,20,Neuquen,None,None
Argentina-Neuquen,2016-06-06,province,Argentina,20,Neuquen,None,None
Argentina-Neuquen,2016-06-13,province,Argentina,20,Neuquen,None,None
Argentina-Neuquen,2016-06-18,province,Argentina,20,Neuquen,None,None
Argentina-Neuquen,2016-06-26,province,Argentina,20,Neuquen,None,None
Argentina-Rio_Negro,2016-03-19,province,Argentina,5,Rio Negro,None,None
Argentina-Rio_Negro,2016-03-26,province,Argentina,5,Rio Negro,None,None
Argentina-Rio_Negro,2016-04-02,province,Argentina,6,Rio Negro,None,None
Argentina-Rio_Negro,2016-04-09,province,Argentina,7,Rio Negro,None,None
Argentina-Rio_Negro,2016-04-16,province,Argentina,8,Rio Negro,None,None
Argentina-Rio_Negro,2016-04-29,province,Argentina,9,Rio Negro,None,None
Argentina-Rio_Negro,2016-05-07,province,Argentina,11,Rio Negro,None,None
Argentina-Rio_Negro,2016-05-14,province,Argentina,9,Rio Negro,None,None
Argentina-Rio_Negro,2016-05-22,province,Argentina,11,Rio Negro,None,None
Argentina-Rio_Negro,2016-05-30,province,Argentina,9,Rio Negro,None,None
Argentina-Rio_Negro,2016-06-06,province,Argentina,9,Rio Negro,None,None
Argentina-Rio_Negro,2016-06-13,province,Argentina,9,Rio Negro,None,None
Argentina-Rio_Negro,2016-06-18,province,Argentina,9,Rio Negro,None,None
Argentina-Rio_Negro,2016-06-26,province,Argentina,9,Rio Negro,None,None
Argentina-Salta,2016-03-19,province,Argentina,62,Salta,None,None
Argentina-Salta,2016-03-26,province,Argentina,65,Salta,None,None
Argentina-Salta,2016-04-02,province,Argentina,70,Salta,None,None
Argentina-Salta,2016-04-09,province,Argentina,72,Salta,None,None
Argentina-Salta,2016-04-16,province,Argentina,80,Salta,None,None
Argentina-Salta,2016-04-29,province,Argentina,82,Salta,None,None
Argentina-Salta,2016-05-07,province,Argentina,397,Salta,None,None
Argentina-Salta,2016-05-14,province,Argentina,95,Salta,None,None
Argentina-Salta,2016-05-22,province,Argentina,407,Salta,None,None
Argentina-Salta,2016-05-30,province,Argentina,100,Salta,None,None
Argentina-Salta,2016-06-06,province,Argentina,101,Salta,None,None
Argentina-Salta,2016-06-13,province,Argentina,104,Salta,None,None
Argentina-Salta,2016-06-18,province,Argentina,104,Salta,None,None
Argentina-Salta,2016-06-26,province,Argentina,106,Salta,None,None
Argentina-San_Juan,2016-03-19,province,Argentina,0,San Juan,None,None
Argentina-San_Juan,2016-03-26,province,Argentina,0,San Juan,None,None
Argentina-San_Juan,2016-04-02,province,Argentina,0,San Juan,None,None
Argentina-San_Juan,2016-04-09,province,Argentina,0,San Juan,None,None
Argentina-San_Juan,2016-04-16,province,Argentina,0,San Juan,None,None
Argentina-San_Juan,2016-04-29,province,Argentina,1,San Juan,None,None
Argentina-San_Juan,2016-05-07,province,Argentina,2,San Juan,None,None
Argentina-San_Juan,2016-05-14,province,Argentina,1,San Juan,None,None
Argentina-San_Juan,2016-05-22,province,Argentina,2,San Juan,None,None
Argentina-San_Juan,2016-05-30,province,Argentina,1,San Juan,None,None
Argentina-San_Juan,2016-06-06,province,Argentina,1,San Juan,None,None
Argentina-San_Juan,2016-06-13,province,Argentina,1,San Juan,None,None
Argentina-San_Juan,2016-06-18,province,Argentina,1,San Juan,None,None
Argentina-San_Juan,2016-06-26,province,Argentina,1,San Juan,None,None
Argentina-San_Luis,2016-03-19,province,Argentina,9,San Luis,None,None
Argentina-San_Luis,2016-03-26,province,Argentina,9,San Luis,None,None
Argentina-San_Luis,2016-04-02,province,Argentina,9,San Luis,None,None
Argentina-San_Luis,2016-04-09,province,Argentina,10,San Luis,None,None
Argentina-San_Luis,2016-04-16,province,Argentina,10,San Luis,None,None
Argentina-San_Luis,2016-04-29,province,Argentina,10,San Luis,None,None
Argentina-San_Luis,2016-05-07,province,Argentina,15,San Luis,None,None
Argentina-San_Luis,2016-05-14,province,Argentina,10,San Luis,None,None
Argentina-San_Luis,2016-05-22,province,Argentina,15,San Luis,None,None
Argentina-San_Luis,2016-05-30,province,Argentina,10,San Luis,None,None
Argentina-San_Luis,2016-06-06,province,Argentina,12,San Luis,None,None
Argentina-San_Luis,2016-06-13,province,Argentina,12,San Luis,None,None
Argentina-San_Luis,2016-06-18,province,Argentina,12,San Luis,None,None
Argentina-San_Luis,2016-06-26,province,Argentina,11,San Luis,None,None
Argentina-Santa_Cruz,2016-03-19,province,Argentina,7,Santa Cruz,None,None
Argentina-Santa_Cruz,2016-03-26,province,Argentina,9,Santa Cruz,None,None
Argentina-Santa_Cruz,2016-04-02,province,Argentina,9,Santa Cruz,None,None
Argentina-Santa_Cruz,2016-04-09,province,Argentina,9,Santa Cruz,None,None
Argentina-Santa_Cruz,2016-04-16,province,Argentina,9,Santa Cruz,None,None
Argentina-Santa_Cruz,2016-04-29,province,Argentina,9,Santa Cruz,None,None
Argentina-Santa_Cruz,2016-05-07,province,Argentina,6,Santa Cruz,None,None
Argentina-Santa_Cruz,2016-05-14,province,Argentina,9,Santa Cruz,None,None
Argentina-Santa_Cruz,2016-05-22,province,Argentina,6,Santa Cruz,None,None
Argentina-Santa_Cruz,2016-05-30,province,Argentina,9,Santa Cruz,None,None
Argentina-Santa_Cruz,2016-06-06,province,Argentina,9,Santa Cruz,None,None
Argentina-Santa_Cruz,2016-06-13,province,Argentina,9,Santa Cruz,None,None
Argentina-Santa_Cruz,2016-06-18,province,Argentina,9,Santa Cruz,None,None
Argentina-Santa_Cruz,2016-06-26,province,Argentina,9,Santa Cruz,None,None
Argentina-Santa_Fe,2016-03-19,province,Argentina,15,Santa Fe,None,None
Argentina-Santa_Fe,2016-03-26,province,Argentina,16,Santa Fe,None,None
Argentina-Santa_Fe,2016-04-02,province,Argentina,19,Santa Fe,None,None
Argentina-Santa_Fe,2016-04-09,province,Argentina,23,Santa Fe,None,None
Argentina-Santa_Fe,2016-04-16,province,Argentina,30,Santa Fe,None,None
Argentina-Santa_Fe,2016-04-29,province,Argentina,31,Santa Fe,None,None
Argentina-Santa_Fe,2016-05-07,province,Argentina,43,Santa Fe,None,None
Argentina-Santa_Fe,2016-05-14,province,Argentina,35,Santa Fe,None,None
Argentina-Santa_Fe,2016-05-22,province,Argentina,43,Santa Fe,None,None
Argentina-Santa_Fe,2016-05-30,province,Argentina,36,Santa Fe,None,None
Argentina-Santa_Fe,2016-06-06,province,Argentina,36,Santa Fe,None,None
Argentina-Santa_Fe,2016-06-13,province,Argentina,38,Santa Fe,None,None
Argentina-Santa_Fe,2016-06-18,province,Argentina,38,Santa Fe,None,None
Argentina-Santa_Fe,2016-06-26,province,Argentina,38,Santa Fe,None,None
Argentina-Sgo_Del_Estero,2016-03-19,province,Argentina,4,Santiago Del Estero,None,None
Argentina-Sgo_Del_Estero,2016-03-26,province,Argentina,6,Santiago Del Estero,None,None
Argentina-Sgo_Del_Estero,2016-04-02,province,Argentina,6,Santiago Del Estero,None,None
Argentina-Sgo_Del_Estero,2016-04-09,province,Argentina,6,Santiago Del Estero,None,None
Argentina-Sgo_Del_Estero,2016-04-16,province,Argentina,6,Santiago Del Estero,None,None
Argentina-Sgo_Del_Estero,2016-04-29,province,Argentina,6,Santiago Del Estero,None,None
Argentina-Sgo_Del_Estero,2016-05-07,province,Argentina,4,Santiago Del Estero,None,None
Argentina-Sgo_Del_Estero,2016-05-14,province,Argentina,6,Santiago Del Estero,None,None
Argentina-Sgo_Del_Estero,2016-05-22,province,Argentina,4,Santiago Del Estero,None,None
Argentina-Sgo_Del_Estero,2016-05-30,province,Argentina,6,Santiago Del Estero,None,None
Argentina-Sgo_Del_Estero,2016-06-06,province,Argentina,6,Santiago Del Estero,None,None
Argentina-Sgo_Del_Estero,2016-06-13,province,Argentina,6,Santiago Del Estero,None,None
Argentina-Sgo_Del_Estero,2016-06-18,province,Argentina,6,Santiago Del Estero,None,None
Argentina-Sgo_Del_Estero,2016-06-26,province,Argentina,6,Santiago Del Estero,None,None
Argentina-Tierra_Del_Fuego,2016-04-29,province,Argentina,0,Tierra Del Fuego,None,None
Argentina-Tierra_Del_Fuego,2016-05-07,province,Argentina,0,Tierra Del Fuego,None,None
Argentina-Tierra_Del_Fuego,2016-05-14,province,Argentina,0,Tierra Del Fuego,None,None
Argentina-Tierra_Del_Fuego,2016-05-22,province,Argentina,0,Tierra Del Fuego,None,None
Argentina-Tierra_Del_Fuego,2016-05-30,province,Argentina,0,Tierra Del Fuego,None,None
Argentina-Tierra_Del_Fuego,2016-06-06,province,Argentina,0,Tierra Del Fuego,None,None
Argentina-Tierra_Del_Fuego,2016-06-13,province,Argentina,0,Tierra Del Fuego,None,None
Argentina-Tierra_Del_Fuego,2016-06-18,province,Argentina,0,Tierra Del Fuego,None,None
Argentina-Tierra_Del_Fuego,2016-06-26,province,Argentina,0,Tierra Del Fuego,None,None
Argentina-Tierra_del_Fuego,2016-03-19,province,Argentina,0,Tierra del Fuego,None,None
Argentina-Tierra_del_Fuego,2016-03-26,province,Argentina,0,Tierra del Fuego,None,None
Argentina-Tierra_del_Fuego,2016-04-02,province,Argentina,0,Tierra del Fuego,None,None
Argentina-Tierra_del_Fuego,2016-04-09,province,Argentina,0,Tierra del Fuego,None,None
Argentina-Tierra_del_Fuego,2016-04-16,province,Argentina,0,Tierra del Fuego,None,None
Argentina-Tucuman,2016-03-19,province,Argentina,36,Tucuman,None,None
Argentina-Tucuman,2016-03-26,province,Argentina,36,Tucuman,None,None
Argentina-Tucuman,2016-04-02,province,Argentina,37,Tucuman,None,None
Argentina-Tucuman,2016-04-09,province,Argentina,38,Tucuman,None,None
Argentina-Tucuman,2016-04-16,province,Argentina,38,Tucuman,None,None
Argentina-Tucuman,2016-04-29,province,Argentina,39,Tucuman,None,None
Argentina-Tucuman,2016-05-07,province,Argentina,71,Tucuman,None,None
Argentina-Tucuman,2016-05-14,province,Argentina,41,Tucuman,None,None
Argentina-Tucuman,2016-05-22,province,Argentina,77,Tucuman,None,None
Argentina-Tucuman,2016-05-30,province,Argentina,89,Tucuman,None,None
Argentina-Tucuman,2016-06-06,province,Argentina,85,Tucuman,None,None
Argentina-Tucuman,2016-06-13,province,Argentina,94,Tucuman,None,None
Argentina-Tucuman,2016-06-18,province,Argentina,94,Tucuman,None,None
Argentina-Tucuman,2016-06-26,province,Argentina,99,Tucuman,None,None
Brazil,2016-04-02,province,Brazil,91387,None,None,None
Brazil,2016-04-23,province,Brazil,120161,None,None,None
Brazil,2016-04-30,province,Brazil,127822,None,None,None
Brazil,2016-05-07,province,Brazil,138108,None,None,None
Brazil,2016-05-14,province,Brazil,138108,None,None,None
Brazil,2016-05-21,province,Brazil,148905,None,None,None
Brazil,2016-05-28,province,Brazil,161241,None,None,None
Brazil-Acre,2016-02-13,province,Brazil,23,Acre,None,None
Brazil-Acre,2016-02-20,province,Brazil,34,Acre,None,None
Brazil-Acre,2016-02-27,province,Brazil,34,Acre,None,None
Brazil-Acre,2016-03-05,province,Brazil,36,Acre,None,None
Brazil-Acre,2016-03-12,province,Brazil,37,Acre,None,None
Brazil-Acre,2016-03-19,province,Brazil,39,Acre,None,None
Brazil-Acre,2016-03-26,province,Brazil,39,Acre,None,None
Brazil-Acre,2016-04-02,province,Brazil,419,Acre,None,None
Brazil-Acre,2016-04-09,province,Brazil,45,Acre,None,None
Brazil-Acre,2016-04-16,province,Brazil,45,Acre,None,None
Brazil-Acre,2016-04-23,province,Brazil,761,Acre,None,None
Brazil-Acre,2016-04-30,province,Brazil,779,Acre,None,None
Brazil-Acre,2016-05-07,province,Brazil,869,Acre,None,None
Brazil-Acre,2016-05-14,province,Brazil,871,Acre,None,None
Brazil-Acre,2016-05-21,province,Brazil,971,Acre,None,None
Brazil-Acre,2016-05-28,province,Brazil,891,Acre,None,None
Brazil-Acre,2016-06-04,province,Brazil,48,Acre,None,None
Brazil-Acre,2016-06-11,province,Brazil,48,Acre,None,None
Brazil-Acre,2016-06-18,province,Brazil,51,Acre,None,None
Brazil-Acre,2016-06-25,province,Brazil,51,Acre,None,None
Brazil-Acre,2016-07-02,province,Brazil,51,Acre,None,None
Brazil-Alagoas,2016-02-13,province,Brazil,222,Alagoas,None,None
Brazil-Alagoas,2016-02-20,province,Brazil,294,Alagoas,None,None
Brazil-Alagoas,2016-02-27,province,Brazil,305,Alagoas,None,None
Brazil-Alagoas,2016-03-05,province,Brazil,314,Alagoas,None,None
