location,date,zika_confirmed,density_per_km,location_type,country,latitude,longitude,mosquito_dist,max_temp,mean_temp,min_temp,dew_point,precipitation,wind,gdp
Colombia-Boyaca-Villa_De_Leyva,2016-01-09,0,183.6412048339844,city,Colombia,5.636499,-73.527058,5.689246634001998,65.1875,57.9375,49.875,49.875,0.04875,4.5625,280.0
Colombia-Boyaca-Viracacha,2016-01-09,0,52.383460998535156,city,Colombia,5.437028,-73.296449,6.194495905567998,68.125,60.625,52.25,52.25,0.0525,4.375,280.0
Colombia-Boyaca-Zetaquira,2016-02-27,1,18.266706466674805,city,Colombia,5.284206,-73.17117900000001,6.689262020871997,71.0625,63.3125,54.625,54.625,0.056249999999999994,4.1875,280.0
Colombia-Caldas-Aguadas,2016-01-30,1,26.562015533447266,city,Colombia,5.608333999999999,-75.453135,5.750937391111999,74.0,66.0,57.0,57.0,0.06,4.0,280.0
Colombia-Caldas-Anserma,2016-03-19,1,143.80563354492188,city,Colombia,5.242598,-75.78183100000001,6.840148939207998,21.0,18.0,16.0,14.0,0.0,8.0,280.0
Colombia-Caldas-Aranzazu,2016-01-09,0,68.08667755126953,city,Colombia,5.271896,-75.49058199999999,6.733181589631998,73.0,67.0,61.0,56.0,0.0,6.0,280.0
Colombia-Caldas-Belalcazar,2016-01-09,0,94.54801940917969,city,Colombia,4.994942,-75.80487590000001,7.317310326728002,85.0,75.0,65.0,65.0,0.16,6.0,280.0
Colombia-Caldas-Chinchina,2016-01-09,1,452.12249755859375,city,Colombia,4.98273,-75.60526,7.330311905800002,73.0,67.0,61.0,56.0,0.0,6.0,280.0
Colombia-Caldas-Filadelfia,2016-01-30,1,57.02490234375,city,Colombia,5.2977,-75.56234490000001,6.6418145799999975,73.0,65.0,57.0,54.0,0.0,6.0,280.0
Colombia-Caldas-La_Dorada,2016-01-09,1,135.54922485351562,city,Colombia,5.472709,-74.66798399999998,6.092429477361997,73.0,66.0,59.0,55.0,0.0,6.0,280.0
Colombia-Caldas-La_Merced,2016-01-09,0,44.361961364746094,city,Colombia,5.398218,-75.5470349,6.311294911047998,73.0,67.0,61.0,56.0,0.0,6.0,280.0
Colombia-Caldas-Manizales,2016-01-09,1,1017.676025390625,city,Colombia,5.070275,-75.5138166,7.250296651250002,73.0,67.0,61.0,56.0,0.0,6.0,280.0
Colombia-Caldas-Manzanares,2016-02-06,1,102.74285888671876,city,Colombia,5.2559059999999995,-75.1538939,6.791135681671999,73.0,67.0,61.0,56.0,0.0,6.0,280.0
Colombia-Caldas-Marmato,2016-01-09,1,277.91455078125,city,Colombia,5.474716,-75.601051,6.086839681311998,73.0,67.0,61.0,56.0,0.0,6.0,280.0
Colombia-Caldas-Marquetalia,2016-01-30,1,187.77847290039062,city,Colombia,5.300064,-75.051548,6.633577288191998,73.0,67.0,61.0,56.0,0.0,6.0,280.0
Colombia-Caldas-Marulanda,2016-01-09,0,8.757612228393555,city,Colombia,5.2843859,-75.25970500000001,6.688624668237617,73.0,67.0,61.0,56.0,0.0,6.0,280.0
Colombia-Caldas-Neira,2016-02-06,1,94.10636901855469,city,Colombia,5.166841000000001,-75.52035599999998,7.132655958561994,21.0,17.0,16.0,12.0,0.0,6.0,280.0
Colombia-Caldas-Norcasia,2016-01-16,1,30.167184829711914,city,Colombia,5.576269,-74.889557,5.825033000721998,22.0,18.0,16.0,12.5,0.0,8.0,280.0
Colombia-Caldas-Pacora,2016-02-13,1,46.09114837646485,city,Colombia,5.527995,-75.45988100000001,5.944340840049998,23.0,19.0,16.0,13.0,0.0,10.0,280.0
Colombia-Caldas-Palestina,2016-01-09,1,128.70855712890622,city,Colombia,5.02022,-75.62281,7.292293296800002,73.0,67.0,61.0,56.0,0.0,6.0,280.0
Colombia-Caldas-Pensilvania,2016-01-09,1,58.24413299560547,city,Colombia,5.38211,-75.16142599999998,6.3615413041999975,73.0,67.0,61.0,56.0,0.0,6.0,280.0
Colombia-Caldas-Riosucio,2016-01-09,1,192.2635803222656,city,Colombia,5.4206838999999984,-75.705388,6.242949235438423,73.0,67.0,61.0,56.0,0.0,6.0,280.0
Colombia-Caldas-Risaralda,2016-02-27,1,20.683517456054688,city,Colombia,5.3158474999999985,-75.9927652,6.5791529865125025,73.0,67.0,61.0,56.0,0.0,6.0,280.0
Colombia-Caldas-Salamina,2016-01-09,0,42.82763671875,city,Colombia,5.402354,-75.486468,6.298560762631999,73.0,67.0,61.0,56.0,0.0,6.0,280.0
Colombia-Caldas-Samana,2016-01-09,1,33.77660369873047,city,Colombia,5.413047,-74.99146390000001,6.265955688417999,80.5,72.0,63.5,60.0,0.0,6.0,280.0
Colombia-Caldas-San_Jose,2016-01-23,1,116.93104553222656,city,Colombia,5.0841400000000005,-75.7903,7.240436279200001,88.0,77.0,66.0,64.0,0.0,6.0,280.0
Colombia-Caldas-Supia,2016-01-23,1,253.67889404296875,city,Colombia,5.45589,-75.65040100000002,6.139906184199997,74.0,66.0,58.0,53.0,0.0,6.0,280.0
Colombia-Caldas-Victoria,2016-01-09,1,21.41326141357422,city,Colombia,5.317755,-74.91071099999998,6.572643080049997,39.333333333333336,34.66666666666667,30.0,27.0,0.0,8.666666666666666,280.0
Colombia-Caldas-Villamaria,2016-03-12,1,529.50390625,city,Colombia,5.0425689999999985,-75.514771,7.272303859522003,22.0,19.0,16.0,14.0,0.0,10.0,280.0
Colombia-Caldas-Viterbo,2016-01-23,1,94.9873046875,city,Colombia,5.0605779,-75.87235600000002,7.257649905936821,88.0,77.0,66.0,64.0,0.0,6.0,280.0
Colombia-Caqueta-Albania,2016-02-27,1,65.84765625,city,Colombia,11.160651,-72.59190699999998,8.476706087602,91.0,82.0,74.0,71.0,0.0,11.0,280.0
Colombia-Caqueta-Belen_De_Los_Andaquies,2016-01-30,1,12.22637176513672,city,Colombia,1.41608,-75.87266,36.6566635328,89.97999999999999,80.4,71.56,70.22,2.4078,7.0,280.0
Colombia-Caqueta-Cartagena_Del_Chaira,2016-01-16,1,3.1978578567504883,city,Colombia,1.3338448,-74.84340259999998,37.93296620497409,88.96,78.8,69.12,69.44,4.8156,3.0,280.0
Colombia-Caqueta-Curillo,2016-02-06,1,22.507667541503906,city,Colombia,1.033817,-75.920771,42.818821838978,87.32624999999999,77.965,68.92750000000001,68.64999999999999,4.3089375,3.85625,280.0
Colombia-Caqueta-El_Doncello,2016-01-09,1,25.291563034057614,city,Colombia,1.6800419999999998,-75.2833349,32.742699403528,85.6925,77.13,68.735,67.86,3.802275,4.7125,280.0
Colombia-Caqueta-El_Paujil,2016-01-09,1,22.047117233276367,city,Colombia,1.5712270000000002,-75.3266979,34.322417031057995,84.05875,76.295,68.5425,67.07,3.2956125,5.56875,280.0
Colombia-Caqueta-Florencia,2016-01-09,1,91.65093994140624,city,Colombia,1.6153858,-75.60423639999998,33.675633049683285,82.425,75.46000000000001,68.35,66.28,2.78895,6.425,280.0
Colombia-Caqueta-La_Montanita,2016-01-23,1,16.708717346191403,city,Colombia,1.47888,-75.43724,35.7002145088,80.79124999999999,74.625,68.1575,65.49,2.2822875,7.28125,280.0
Colombia-Caqueta-Milan,2016-01-30,1,85.94415283203125,city,Colombia,1.34833,-75.5117,37.706190977800006,79.1575,73.79,67.965,64.7,1.7756249999999998,8.1375,280.0
Colombia-Caqueta-Morelia,2016-01-09,1,18.98479461669922,city,Colombia,1.485694,-75.723179,35.597385443271996,77.52375,72.955,67.7725,63.91,1.2689624999999998,8.993749999999999,280.0
Colombia-Caqueta-Puerto_Rico,2016-02-06,1,10.08099365234375,city,Colombia,1.909918,-75.157235,29.561197173448,75.89,72.12,67.58,63.12,0.7623,9.85,280.0
Colombia-Caqueta-San_Jose_Del_Fragua,2016-01-16,1,13.08318328857422,city,Colombia,1.3313483,-75.9739003,37.97213532582579,78.74000000000001,74.92,70.28,65.92,0.8118,10.1,280.0
Colombia-Caqueta-San_Vicente_Del_Caguan,2016-01-09,1,6.8502302169799805,city,Colombia,2.1136446,-74.7732056,26.918277498218316,81.59,77.72,72.98,68.72,0.8613,10.35,280.0
Colombia-Caqueta-Solano,2016-01-30,1,12.644247055053713,city,Colombia,6.2225519999999985,-77.40115399999998,5.125523425407998,85.725,78.63499999999999,71.575,69.755,2.47545,6.675,280.0
Colombia-Caqueta-Solita,2016-02-20,1,12.51083755493164,city,Colombia,0.8802200000000001,-75.62058999999998,42.9115244968,89.86,79.55,70.17,70.79,4.0896,3.0,280.0
Colombia-Caqueta-Valparaiso,2016-02-13,1,69.23680877685547,city,Colombia,5.615156,-75.62527399999998,5.735703728671998,23.0,18.0,13.0,13.0,8.13,5.0,280.0
Colombia-Cartagena-Cartagena,2016-01-09,1,2154.119873046875,city,Colombia,10.3910485,-75.4794257,10.244175958704501,89.0,83.0,77.0,75.0,0.0,7.0,280.0
Colombia-Casanare-Aguazul,2016-01-09,1,53.11862182617188,city,Colombia,5.170847,-72.55081899999998,7.116613434817997,89.66666666666667,82.4,75.06666666666666,71.13333333333333,0.07133333333333333,6.533333333333333,280.0
Colombia-Casanare-Chameza,2016-01-09,1,27.265804290771484,city,Colombia,5.213461,-72.86995499999998,6.949933717041999,90.33333333333333,81.8,73.13333333333334,67.26666666666667,0.14266666666666666,6.066666666666666,280.0
Colombia-Casanare-Hato_Corozal,2016-01-30,1,3.8252382278442383,city,Colombia,6.154946,-71.76236,5.120453245831998,91.0,81.2,71.2,63.4,0.214,5.6,280.0
Colombia-Casanare-La_Salina,2016-06-18,1,9.40138053894043,city,Colombia,6.127979,-72.33416199999998,5.123531528881998,84.0,74.73333333333333,65.4,58.24444444444444,0.1902222222222222,5.644444444444444,280.0
Colombia-Casanare-Mani,2016-02-13,1,4.093299388885498,city,Colombia,4.817986,-72.28070199999998,7.564012472392001,77.0,68.26666666666667,59.6,53.08888888888889,0.16644444444444445,5.688888888888888,280.0
Colombia-Casanare-Monterrey,2016-01-09,1,34.61785125732422,city,Colombia,4.875246,-72.89336399999998,7.470476201032003,70.0,61.800000000000004,53.8,47.93333333333334,0.14266666666666666,5.733333333333333,280.0
Colombia-Casanare-Nunchia,2016-01-30,1,9.349117279052734,city,Colombia,5.638097,-72.195527,5.685841602817998,63.0,55.333333333333336,48.0,42.77777777777778,0.11888888888888889,5.777777777777778,280.0
Colombia-Casanare-Orocue,2016-01-16,1,2.974320411682129,city,Colombia,4.789388,-71.33936299999998,7.615639069088003,56.0,48.86666666666667,42.2,37.62222222222222,0.09511111111111112,5.822222222222222,280.0
Colombia-Casanare-Paz_De_Ariporo,2016-01-09,1,3.654496192932129,city,Colombia,5.8806389999999995,-71.892912,5.287459576641998,49.0,42.400000000000006,36.4,32.46666666666667,0.07133333333333333,5.866666666666666,280.0
Colombia-Casanare-Pore,2016-02-06,1,13.117925643920898,city,Colombia,5.7265628999999985,-71.99394099999998,5.513272923312821,42.0,35.93333333333334,30.599999999999994,27.31111111111111,0.04755555555555557,5.911111111111111,280.0
Colombia-Casanare-Recetor,2016-06-18,1,695.0650024414062,city,Colombia,5.2295489,-72.76065299999998,6.888896542982417,35.0,29.46666666666667,24.799999999999997,22.15555555555556,0.023777777777777787,5.955555555555556,280.0
Colombia-Casanare-Sabanalarga,2016-04-09,1,43.34637451171875,city,Colombia,6.849885400000001,-75.81741760000001,6.04448831426632,28.0,23.0,19.0,17.0,0.0,6.0,280.0
Colombia-Casanare-Sacama,2016-04-30,1,2.9936652183532715,city,Colombia,6.098639,-72.248391,5.1301847846419975,24.0,44.125,24.0,23.0,0.0,14.0,280.0
Colombia-Casanare-San_Luis_De_Palenque,2016-01-09,1,29.86107635498047,city,Colombia,5.4202819999999985,-71.73086099999998,6.244154159048002,36.166666666666664,51.104166666666664,32.5,30.5,0.0,13.333333333333334,280.0
Colombia-Casanare-Tamara,2016-03-12,1,8.048795700073242,city,Colombia,5.8303400000000005,-72.16305600000001,5.3507378311999965,48.33333333333333,58.083333333333336,41.0,38.0,0.0,12.666666666666666,280.0
Colombia-Casanare-Tauramena,2016-01-09,1,24.410755157470703,city,Colombia,5.010684899999998,-72.750495,7.301429736176024,60.5,65.0625,49.5,45.5,0.0,12.0,280.0
Colombia-Casanare-Trinidad,2016-01-09,1,21.21709442138672,city,Colombia,5.4078149999999985,-71.661355,6.281851948450003,72.66666666666666,72.04166666666667,58.0,53.0,0.0,11.333333333333334,280.0
Colombia-Casanare-Villanueva,2016-01-09,1,112.98785400390624,city,Colombia,10.603721,-72.98193599999998,9.518864691682,97.0,86.0,75.0,68.0,0.0,10.0,280.0
Colombia-Casanare-Yopal,2016-01-09,1,127.0841064453125,city,Colombia,5.348903,-72.40052299999998,6.468400566817998,56.5,79.90909091,45.5,42.0,0.0,5.0,280.0
Colombia-Cauca-Almaguer,2016-05-07,1,112.57405090332031,city,Colombia,1.914182,-76.854839,29.504179818247998,16.0,73.81818182,16.0,16.0,0.0,0.0,280.0
Colombia-Cauca-Argelia,2016-01-09,1,57.34016799926758,city,Colombia,5.730859,-75.142186,5.505689635761998,73.0,65.0,56.0,58.0,1.45,2.0,280.0
Colombia-Cauca-Balboa,2016-01-30,1,81.27748107910156,city,Colombia,2.040728,-77.216606,27.845138979968006,81.0,69.0,57.0,58.0,0.0,5.0,280.0
Colombia-Cauca-Bolivar,2016-01-09,0,31.51944923400879,city,Colombia,8.6704382,-74.0300122,9.56526959203848,60.33333333333333,72.06060606,44.333333333333336,44.333333333333336,0.0,3.333333333333333,280.0
Colombia-Cauca-Buenos_Aires,2016-03-05,1,255.87738037109372,city,Colombia,3.0133400000000004,-76.643755,17.2321291112,39.666666666666664,75.12121212,31.666666666666668,30.666666666666668,0.0,1.6666666666666665,280.0
Colombia-Cauca-Cajibio,2016-04-23,1,89.85438537597656,city,Colombia,2.621916,-76.57160800000003,21.048312702111996,19.0,78.18181818,19.0,17.0,0.0,0.0,280.0
Colombia-Cauca-Caldono,2016-05-28,1,120.23208618164062,city,Colombia,2.796679,-76.48577,19.268734278082,25.0,52.09090909,19.5,18.5,9.65,3.5,280.0
Colombia-Cauca-Caloto,2016-03-05,1,120.19901275634766,city,Colombia,3.033544,-76.40808100000001,17.051783519872004,31.0,26.0,20.0,20.0,19.3,7.0,280.0
Colombia-Cauca-Corinto,2016-02-06,1,138.30630493164062,city,Colombia,3.174159,-76.25880200000002,15.841848534562004,32.0,26.0,19.0,19.0,0.0,8.0,280.0
Colombia-Cauca-El_Tambo,2016-05-28,1,20.992656707763672,city,Colombia,2.4526950000000003,-76.81132199999998,22.88787662605,50.66666666666667,43.33333333333333,35.33333333333333,35.0,0.0033333333333333335,7.0,280.0
Colombia-Cauca-Florencia,2016-05-07,1,91.65093994140624,city,Colombia,1.6153858,-75.60423639999998,33.675633049683285,69.33333333333334,60.666666666666664,51.666666666666664,51.0,0.006666666666666667,6.0,280.0
Colombia-Cauca-Guachene,2016-01-09,0,120.19902801513672,city,Colombia,3.1329159,-76.393794,16.18853185494562,88.0,78.0,68.0,67.0,0.01,5.0,280.0
Colombia-Cauca-Guapi,2016-03-05,1,14.487380981445312,city,Colombia,2.571287,-77.885469,21.586680932738005,84.4,73.6,62.6,63.0,0.008,5.0,280.0
Colombia-Cauca-Inza,2016-03-05,1,46.180564880371094,city,Colombia,2.5516799999999997,-76.06517,21.79792804480001,80.8,69.2,57.2,59.0,0.006,5.0,280.0
Colombia-Cauca-Jambalo,2016-02-13,1,109.16036987304688,city,Colombia,2.777846,-76.324327,19.454633879432002,77.2,64.8,51.8,55.0,0.004,5.0,280.0
Colombia-Cauca-La_Sierra,2016-02-13,1,54.94586181640625,city,Colombia,2.17845,-76.76214,26.112369805000004,73.6,60.4,46.4,51.0,0.002,5.0,280.0
Colombia-Cauca-La_Vega,2016-01-16,1,107.90977478027344,city,Colombia,5.000528,-74.339439,7.311561997568002,70.0,56.0,41.0,47.0,0.0,5.0,280.0
Colombia-Cauca-Lopez,2016-01-09,0,6.638099670410156,city,Colombia,2.8458039,-77.24803899999998,18.790501696510425,72.5,61.5,50.0,54.0,0.06,4.0,280.0
Colombia-Cauca-Mercaderes,2016-01-09,1,30.15515899658203,city,Colombia,1.7958009999999998,-77.163397,31.114165443202005,75.0,67.0,59.0,61.0,0.12,3.0,280.0
Colombia-Cauca-Miranda,2016-01-23,1,343.69183349609375,city,Colombia,3.251528,-76.229027,15.209850109568004,91.0,79.0,68.0,66.0,0.0,6.0,280.0
Colombia-Cauca-Morales,2016-01-09,0,61.24256134033203,city,Colombia,2.7539119999999997,-76.628114,19.692932367488005,61.5,52.5,43.5,42.5,0.0,7.0,280.0
Colombia-Cauca-Padilla,2016-02-06,1,169.24960327148438,city,Colombia,3.223586,-76.3133579,15.435335678792002,32.0,26.0,19.0,19.0,0.0,8.0,280.0
Colombia-Cauca-Paez,2016-02-06,1,21.04546356201172,city,Colombia,2.6547400000000003,-75.9928,20.704754135199998,41.833333333333336,34.833333333333336,27.0,26.833333333333332,0.0,7.666666666666667,280.0
Colombia-Cauca-Patia,2016-03-12,1,60.85605239868164,city,Colombia,2.069301,-77.053095,27.47940623720201,51.66666666666667,43.66666666666667,35.0,34.666666666666664,0.0,7.333333333333333,280.0
Colombia-Cauca-Piamonte,2016-06-18,1,9.376367568969727,city,Colombia,1.1176110000000001,-76.31997199999998,41.418025474642,61.5,52.5,43.0,42.5,0.0,7.0,280.0
Colombia-Cauca-Piendamo,2016-01-09,0,20.992656707763672,city,Colombia,2.6430699,-76.98917999999998,20.82640769457202,71.33333333333334,61.333333333333336,51.0,50.33333333333333,0.0,6.666666666666667,280.0
Colombia-Cauca-Popayan,2016-01-23,1,794.1865234375,city,Colombia,2.4448142999999996,-76.6147395,22.976337336968992,81.16666666666667,70.16666666666667,59.0,58.166666666666664,0.0,6.333333333333334,280.0
Colombia-Cauca-Puerto_Tejada,2016-01-30,1,446.1581115722656,city,Colombia,3.22059,-76.415465,15.459698096200002,91.0,79.0,67.0,66.0,0.0,6.0,280.0
Colombia-Cauca-Purace,2016-01-09,0,40.30512619018555,city,Colombia,2.3138889,-76.39527779999999,24.48231900508642,89.5,78.0,66.5,65.75,0.04,6.0,280.0
Colombia-Cauca-Rosas,2016-01-09,0,104.84890747070312,city,Colombia,2.261858,-76.74061390000001,25.099848064328004,88.0,77.0,66.0,65.5,0.08,6.0,280.0
Colombia-Cauca-San_Sebastian,2016-01-09,0,50.15069961547852,city,Colombia,1.8385740000000002,-76.770954,30.525983226952,86.5,76.0,65.5,65.25,0.12,6.0,280.0
Colombia-Cauca-Santa_Rosa,2016-01-09,0,158.7386932373047,city,Colombia,4.870121,-75.62239,7.478313689282002,85.0,75.0,65.0,65.0,0.16,6.0,280.0
Colombia-Cauca-Santander_De_Quilichao,2016-01-09,1,227.665771484375,city,Colombia,3.01228,-76.484533,17.2416359968,88.0,78.0,68.0,67.0,0.01,5.0,280.0
Colombia-Cauca-Silvia,2016-01-09,0,53.36811065673828,city,Colombia,2.611615,-76.37754,21.15701851645,87.2325,77.885,68.505,67.1675,0.015625,5.4350000000000005,280.0
Colombia-Cauca-Sotara,2016-01-09,0,50.6871337890625,city,Colombia,2.2781525,-76.5950555,24.905292076512502,86.465,77.77000000000001,69.00999999999999,67.33500000000001,0.021249999999999998,5.87,280.0
Colombia-Cauca-Suarez,2016-04-09,1,31.04425048828125,city,Colombia,2.9543832,-76.69540889999998,17.767725320884477,85.6975,77.655,69.515,67.5025,0.026875000000000003,6.305,280.0
Colombia-Cauca-Sucre,2016-01-09,1,27.9616813659668,city,Colombia,8.813977000000001,-74.723283,9.956962633058005,84.93,77.54,70.02,67.67,0.0325,6.74,280.0
Colombia-Cauca-Timbio,2016-03-26,1,211.1822204589844,city,Colombia,2.3526860000000003,-76.683352,24.028903109192,86.95333333333333,78.02666666666667,69.01333333333334,67.11333333333333,0.021666666666666667,6.493333333333333,280.0
Colombia-Cauca-Timbiqui,2016-01-09,0,9.140382766723633,city,Colombia,2.7777439999999998,-77.66760599999998,19.455644579072,88.97666666666667,78.51333333333334,68.00666666666666,66.55666666666667,0.010833333333333334,6.246666666666667,280.0
Colombia-Cauca-Toribio,2016-01-30,1,79.82061767578125,city,Colombia,2.9562909,-76.2704,17.750177052845622,91.0,79.0,67.0,66.0,0.0,6.0,280.0
Colombia-Cauca-Totoro,2016-01-09,0,59.67414855957031,city,Colombia,2.509941,-76.40173,22.252747826962008,87.1675,76.635,66.10249999999999,66.255,0.222675,5.445,280.0
Colombia-Cauca-Villa_Rica,2016-01-23,1,20.992656707763672,city,Colombia,2.51364,-76.84774,22.2121592992,79.5025,71.905,64.3075,66.765,0.6680250000000001,4.335,280.0
Colombia-Cesar-Aguachica,2016-01-09,1,132.720458984375,city,Colombia,8.305925,-73.611665,8.94095821125,75.67,69.54,63.41,67.02,0.8907,3.78,280.0
Colombia-Cesar-Agustin_Codazzi,2016-01-09,1,31.474063873291016,city,Colombia,10.034716,-73.237105,11.864944001312002,97.0,86.0,75.0,68.0,0.0,10.0,280.0
Colombia-Cesar-Astrea,2016-01-16,1,30.89093971252441,city,Colombia,9.496125,-73.976122,12.944910031249997,97.0,85.5,74.0,66.0,0.0,10.5,280.0
Colombia-Cesar-Becerril,2016-01-16,1,12.099706649780273,city,Colombia,9.703677,-73.278795,13.825758840657997,97.0,85.0,73.0,64.0,0.0,11.0,280.0
Colombia-Cesar-Bosconia,2016-01-16,1,79.32781982421875,city,Colombia,9.970362,-73.89053100000001,12.211802022088003,97.0,85.0,73.0,64.0,0.0,11.0,280.0
Colombia-Cesar-Chimichagua,2016-05-14,1,28.66949844360352,city,Colombia,9.2571429,-73.812877,11.686302246040821,97.0,85.25,73.5,65.0,0.0,10.75,280.0
Colombia-Cesar-Chiriguana,2016-01-30,1,19.068553924560547,city,Colombia,9.361464,-73.5997,12.207617086591998,97.0,85.5,74.0,66.0,0.0,10.5,280.0
Colombia-Cesar-Curumani,2016-01-16,1,28.60919570922852,city,Colombia,9.201062,-73.54256590000001,11.424044975688002,97.0,85.75,74.5,67.0,0.0,10.25,280.0
Colombia-Cesar-El_Copey,2016-01-09,1,28.886348724365234,city,Colombia,10.148976,-73.960233,11.289917297152003,97.0,86.0,75.0,68.0,0.0,10.0,280.0
Colombia-Cesar-El_Paso,2016-01-09,1,30.68399810791016,city,Colombia,9.661436,-73.74643000000002,13.949194524192,85.31,76.72,68.13,66.36,0.4551,7.04,280.0
Colombia-Cesar-Gamarra,2016-01-23,1,58.70481872558594,city,Colombia,8.319315999999999,-73.743937,8.954489575712,73.62,67.44,61.26,64.72,0.9102,4.08,280.0
Colombia-Cesar-Gonzalez,2016-02-27,1,63.42012023925781,city,Colombia,8.390105,-73.380115,9.037938622050001,67.06,60.72,54.38,57.36,0.9726,5.04,280.0
Colombia-Cesar-La_Gloria,2016-01-09,1,17.940231323242188,city,Colombia,8.617977,-73.802042,9.442676665058,72.795,65.78999999999999,59.035000000000004,60.519999999999996,0.72945,6.53,280.0
Colombia-Cesar-La_Jagua_De_Ibirico,2016-01-23,1,29.264272689819336,city,Colombia,9.5608923,-73.3384471,13.325355392398587,78.53,70.86,63.69,63.68,0.4863,8.02,280.0
Colombia-Cesar-La_Paz,2016-01-23,1,18.442760467529297,city,Colombia,6.189809899999998,-73.57585,5.120784864276017,84.265,75.93,68.345,66.84,0.24314999999999998,9.51,280.0
Colombia-Cesar-Manaure,2016-01-30,1,151.8955078125,city,Colombia,11.772778,-72.444227,7.9621037145679985,90.0,81.0,73.0,70.0,0.0,11.0,280.0
Colombia-Cesar-Pailitas,2016-01-23,1,36.18375778198242,city,Colombia,8.959667,-73.62626800000001,10.438801421777999,92.33333333333333,82.33333333333333,73.0,68.0,0.0,10.333333333333334,280.0
Colombia-Cesar-Pelaya,2016-01-16,1,50.531982421875,city,Colombia,8.688030999999999,-73.666377,9.608845873921997,94.66666666666667,83.66666666666667,73.0,66.0,0.0,9.666666666666666,280.0
Colombia-Cesar-Pueblo_Bello,2016-01-23,1,38.47894287109375,city,Colombia,10.40873,-73.59139990000001,10.1769784258,97.0,85.0,73.0,64.0,0.0,9.0,280.0
Colombia-Cesar-Rio_De_Oro,2016-01-09,1,34.580718994140625,city,Colombia,8.294267,-73.387468,8.929762054578001,75.67,69.54,63.41,67.02,0.8907,3.78,280.0
Colombia-Cesar-San_Alberto,2016-01-09,1,52.75319290161133,city,Colombia,7.761063000000001,-73.39361699999998,8.998726659938,75.67,69.54,63.41,67.02,0.8907,3.78,280.0
Colombia-Cesar-San_Diego,2016-01-16,1,22.47832489013672,city,Colombia,10.333974000000001,-73.180718,10.469617665351995,97.0,85.0,73.0,64.0,0.0,11.0,280.0
Colombia-Cesar-San_Martin,2016-01-30,1,4.8640546798706055,city,Colombia,3.698492,-73.69730799999999,12.027484308128003,94.0,83.0,72.0,65.0,0.0,2.0,280.0
Colombia-Cesar-Tamalameque,2016-01-09,1,35.25251007080078,city,Colombia,8.861748,-73.81075600000001,10.105599711008,95.0,84.0,73.0,66.0,0.0,4.666666666666666,280.0
Colombia-Cesar-Valledupar,2016-01-09,1,138.6951904296875,city,Colombia,10.4742449,-73.2436335,9.93889399035202,97.0,86.0,75.0,68.0,0.0,10.0,280.0
Colombia-Choco-Acandi,2016-02-06,1,14.11434555053711,city,Colombia,8.510109,-77.27897999999998,9.225196223762001,32.0,28.0,24.0,23.0,0.0,15.0,280.0
Colombia-Choco-Alto_Baudo,2016-01-09,0,23.731918334960934,city,Colombia,5.5163470000000006,-76.974502,5.974524488817996,87.0,81.0,76.0,77.0,0.38,2.0,280.0
Colombia-Choco-Atrato,2016-03-26,1,16.773857116699222,city,Colombia,10.066649900000002,-74.20003,11.698974958340013,33.0,29.0,26.0,24.0,0.0,20.0,280.0
Colombia-Choco-Bagado,2016-01-09,0,16.721435546875,city,Colombia,5.41139,-76.416372,6.270978264199998,87.0,81.0,76.0,77.0,0.38,2.0,280.0
Colombia-Choco-Bahia_Solano,2016-05-21,1,12.644247055053713,city,Colombia,6.2225519999999985,-77.40115399999998,5.125523425407998,87.0,81.5,76.0,76.5,0.21,3.0,280.0
Colombia-Choco-Bajo_Baudo,2016-02-20,1,6.994709968566895,city,Colombia,5.3442678,-77.28648790000001,6.483667332233678,87.0,82.0,76.0,76.0,0.04,4.0,280.0
Colombia-Choco-Belen_De_Bajira,2016-01-09,0,15.98078441619873,city,Colombia,7.371378,-76.71470500000001,8.006618197767997,91.0,84.0,77.0,74.0,0.0,7.0,280.0
Colombia-Choco-Bojaya,2016-01-09,0,3.0633199214935303,city,Colombia,6.4971459000000005,-77.10249019999998,5.3340488797736185,89.0,82.5,76.5,75.5,0.19,4.5,280.0
Colombia-Choco-Carmen_Del_Darien,2016-01-09,0,51.28196716308594,city,Colombia,5.6881992,-76.6513374,5.584264021761278,87.0,81.0,76.0,77.0,0.38,2.0,280.0
Colombia-Choco-Certegui,2016-02-06,1,31.06635284423828,city,Colombia,5.40004,-76.60002999999998,6.305676803199998,30.0,27.0,23.0,24.0,6.1,4.0,280.0
Colombia-Choco-Condoto,2016-02-06,1,39.06016540527344,city,Colombia,5.089545999999999,-76.652079,7.236800052232003,30.0,27.0,23.0,24.0,6.1,4.0,280.0
Colombia-Choco-El_Canton_Del_San_Pablo,2016-01-09,0,26.06412506103516,city,Colombia,5.33893,-76.73137,6.501354689799996,87.0,81.0,76.0,77.0,0.38,2.0,280.0
Colombia-Choco-El_Carmen_De_Atrato,2016-01-09,0,29.542293548583984,city,Colombia,5.900621,-76.14219899999998,5.265130091281998,87.0,81.0,76.0,77.0,0.38,2.0,280.0
Colombia-Choco-El_Litoral_Del_San_Juan,2016-01-09,0,5.384489059448242,city,Colombia,4.2006777,-76.7336521,9.405241024554583,58.5,54.0,50.0,51.0,14.540000000000001,3.5,280.0
